# Battlezone PSP golden tank traces from HoverTank::drive 0x954a0 run under emulation.
# state fields: right3 up3 at3 pos3 vel3 omega3 probeT4 probeIndex airborne tooSteep steerHold steerDir maxFwdSpeed nitroMeter nitroMult nitroDuration nitroEngaged nitroForced nitroOverspeedTimer lastFwdSpeed slowed slowFactor dead
# line: scenario tick dt steer throttle strafe boost ground | pre... | post...
turn_hold_medium 1 85 0.03333333333333333 1 1 0 0 0:0 | -0.32110846 -0.00970420334 0.946992695 0.0258222204 0.999486029 0.0189979803 -0.946690321 0.0305538662 -0.320692837 122.928329 7.15191078 52.1566696 26.1739922 0.262074471 -43.0681 0.00510888733 1.9009521 -0.00334561244 0.71847868 0.719852626 0.704459012 0.709161222 1 0 0 2.53333235 0 68 1 1 1 0 0 0 -7.79320669 0 1 0 | -0.32110846 -0.00970420334 0.946992695 0.0258222204 0.999486029 0.0189979803 -0.946690321 0.0305538662 -0.320692837 122.928329 7.15191078 52.1566696 23.0478935 1.17459166 -42.5472679 -0.00135858171 1.90095627 0.00268946588 0.71847868 0.7232427 0.704459012 0.709161222 2 0 0 2.56666565 0 68 1 1 1 0 0 0 -8.13872528 0 1 0
turn_hold_medium 1 86 0.03333333333333333 1 1 0 0 0:0 | -0.260496914 -0.00968696456 0.965426087 0.0268824268 0.999489188 0.017282322 -0.965100348 0.0304549877 -0.260103434 123.696594 7.15773058 50.7384262 23.0478935 0.17459166 -42.5472679 -0.00135858171 1.90095627 0.00268946588 0.71847868 0.7232427 0.704459012 0.709161222 2 0 0 2.56666565 0 68 1 1 1 0 0 0 -8.13872528 0 1 0 | -0.260496914 -0.00968696456 0.965426087 0.0268824268 0.999489188 0.017282322 -0.965100348 0.0304549877 -0.260103434 123.696594 7.15773058 50.7384262 19.9609509 1.28514898 -41.8293419 0.0030913651 1.90095961 0.00207205117 0.71847868 0.7232427 0.707744658 0.709161222 3 0 0 2.59999895 0 68 1 1 1 0 0 0 -8.34522629 0 1 0
turn_hold_medium 1 87 0.03333333333333333 1 1 0 0 0:0 | -0.198839873 -0.00980309863 0.979982972 0.0278571192 0.999489367 0.0156504754 -0.979636014 0.0304114409 -0.198465258 124.361961 7.16723537 49.3441162 19.9609509 0.285148978 -41.8293419 0.0030913651 1.90095961 0.00207205117 0.71847868 0.7232427 0.707744658 0.709161222 3 0 0 2.59999895 0 68 1 1 1 0 0 0 -8.34522629 0 1 0 | -0.198839873 -0.00980309863 0.979982972 0.0278571192 0.999489367 0.0156504754 -0.979636014 0.0304114409 -0.198465258 124.361961 7.16723537 49.3441162 16.9254341 1.34058809 -40.9174385 0.000420606695 1.90096998 -0.0069517158 0.71847868 0.7232427 0.707744658 0.71260184 0 0 0 2.63333225 0 68 1 1 1 0 0 0 -8.4193058 0 1 0
turn_hold_medium 1 88 0.03333333333333333 1 1 0 0 0:0 | -0.136387363 -0.00977806468 0.990607321 0.0290241446 0.999482572 0.0138617307 -0.990230322 0.0306420941 -0.136032984 124.92614 7.17858839 47.9802017 16.9254341 0.340588093 -40.9174385 0.000420606695 1.90096998 -0.0069517158 0.71847868 0.7232427 0.707744658 0.71260184 0 0 0 2.63333225 0 68 1 1 1 0 0 0 -8.4193058 0 1 0 | -0.136387363 -0.00977806468 0.990607321 0.0290241446 0.999482572 0.0138617307 -0.990230322 0.0306420941 -0.136032984 124.92614 7.17858839 47.9802017 13.9555168 1.29628611 -39.814827 0.00435104407 1.90097094 -0.00474464148 0.722031653 0.7232427 0.707744658 0.71260184 1 0 0 2.66666555 0 68 1 1 1 0 0 0 -8.36332512 0 1 0
turn_hold_medium 1 89 0.03333333333333333 1 1 0 0 0:0 | -0.0733867064 -0.00990567449 0.997254372 0.0300062224 0.999476016 0.0121358624 -0.99685204 0.0308144465 -0.0730510205 125.391327 7.18846464 46.6530418 13.9555168 0.296286106 -39.814827 0.00435104407 1.90097094 -0.00474464148 0.722031653 0.7232427 0.707744658 0.71260184 1 0 0 2.66666555 0 68 1 1 1 0 0 0 -8.36332512 0 1 0 | -0.0733867064 -0.00990567449 0.997254372 0.0300062224 0.999476016 0.0121358624 -0.99685204 0.0308144465 -0.0730510205 125.391327 7.18846464 46.6530418 11.0631056 1.21550024 -38.5260925 -0.000888560433 1.9009757 0.00342781842 0.722031653 0.726990521 0.707744658 0.71260184 2 0 0 2.69999886 0 68 1 1 1 0 0 0 -8.17645359 0 1 0
turn_hold_medium 1 90 0.03333333333333333 1 1 0 0 0:0 | -0.0100886859 -0.00988085847 0.999900281 0.0305994246 0.99947983 0.0101854419 -0.999480784 0.0306991301 -0.00978108961 125.760094 7.19564819 45.3688393 11.0631056 0.215500236 -38.5260925 -0.000888560433 1.9009757 0.00342781842 0.722031653 0.726990521 0.707744658 0.71260184 2 0 0 2.69999886 0 68 1 1 1 0 0 0 -8.17645359 0 1 0 | -0.0100886859 -0.00988085847 0.999900281 0.0305994246 0.99947983 0.0101854419 -0.999480784 0.0306991301 -0.00978108961 125.760094 7.19564819 45.3688393 8.25799561 1.33251643 -37.0565643 0.00376588874 1.90097988 0.00142095238 0.722031653 0.726990521 0.711448789 0.71260184 3 0 0 2.73333216 0 68 1 1 1 0 0 0 -7.85034704 0 1 0
turn_hold_medium 1 91 0.03333333333333333 1 1 0 0 0:0 | 0.0532492772 -0.0100053083 0.998531103 0.0311396569 0.999480128 0.00835421402 -0.998095632 0.0306490604 0.0535331555 126.035362 7.20673227 44.1336212 8.25799561 0.332516432 -37.0565643 0.00376588874 1.90097988 0.00142095238 0.722031653 0.726990521 0.711448789 0.71260184 3 0 0 2.73333216 0 68 1 1 1 0 0 0 -7.85034704 0 1 0 | 0.0532492772 -0.0100053083 0.998531103 0.0311396569 0.999480128 0.00835421402 -0.998095632 0.0306490604 0.0535331555 126.035362 7.20673227 44.1336212 5.55133247 1.39384842 -35.4123383 -0.00174885616 1.90099084 -0.00774878636 0.722031653 0.726990521 0.711448789 0.716544509 0 0 0 2.76666546 0 68 1 1 1 0 0 0 -7.39377499 0 1 0
turn_hold_medium 1 92 0.03333333333333333 1 1 0 0 0:0 | 0.116370797 -0.00996914878 0.993155777 0.0318623222 0.999472439 0.00629915856 -0.992694616 0.0309112109 0.116627038 126.220406 7.21986055 42.9532089 5.55133247 0.393848419 -35.4123383 -0.00174885616 1.90099084 -0.00774878636 0.722031653 0.726990521 0.711448789 0.716544509 0 0 0 2.76666546 0 68 1 1 1 0 0 0 -7.39377499 0 1 0 | 0.116370797 -0.00996914878 0.993155777 0.0318623222 0.999472439 0.00629915856 -0.992694616 0.0309112109 0.116627038 126.220406 7.21986055 42.9532089 2.95627975 1.35625064 -33.6001625 0.00330992276 1.90099108 -0.00635766238 0.726174474 0.726990521 0.711448789 0.716544509 1 0 0 2.79999876 0 68 1 1 1 0 0 0 -6.81144714 0 1 0
turn_hold_medium 1 93 0.03333333333333333 1 1 0 0 0:0 | 0.17902565 -0.0101095559 0.983792484 0.032412421 0.999464989 0.00437235739 -0.983310342 0.0311043337 0.179257557 126.318947 7.23173571 41.8332024 2.95627975 0.356250644 -33.6001625 0.00330992276 1.90099108 -0.00635766238 0.726174474 0.726990521 0.711448789 0.716544509 1 0 0 2.79999876 0 68 1 1 1 0 0 0 -6.81144714 0 1 0 | 0.17902565 -0.0101095559 0.983792484 0.032412421 0.999464989 0.00437235739 -0.983310342 0.0311043337 0.179257557 126.318947 7.23173571 41.8332024 0.483121634 1.28110993 -31.6274776 -0.000210073777 1.90099585 0.00440689921 0.726174474 0.731416345 0.711448789 0.716544509 2 0 0 2.83333206 0 68 1 1 1 0 0 0 -6.10467482 0 1 0
turn_hold_medium 1 94 0.03333333333333333 1 1 0 0 0:0 | 0.240965649 -0.0100718532 0.970481396 0.0324773081 0.999469817 0.00230874936 -0.969990075 0.0309622921 0.241164997 126.335052 7.24110603 40.7789536 0.483121634 0.281109929 -31.6274776 -0.000210073777 1.90099585 0.00440689921 0.726174474 0.731416345 0.711448789 0.716544509 2 0 0 2.83333206 0 68 1 1 1 0 0 0 -6.10467482 0 1 0 | 0.240965649 -0.0100718532 0.970481396 0.0324773081 0.999469817 0.00230874936 -0.969990075 0.0309622921 0.241164997 126.335052 7.24110603 40.7789536 -1.86034894 1.40165365 -29.5018444 0.00457363948 1.90099967 0.000597171485 0.726174474 0.731416345 0.715903759 0.716544509 3 0 0 2.86666536 0 68 1 1 1 0 0 0 -5.26689386 0 1 0
turn_hold_medium 1 95 0.03333333333333333 1 1 0 0 0:0 | 0.301937193 -0.0102131404 0.953273118 0.0325432681 0.999470234 0.000400416466 -0.9527722 0.0309017226 0.302109629 126.273041 7.25449467 39.7955589 -1.86034894 0.401653647 -29.5018444 0.00457363948 1.90099967 0.000597171485 0.726174474 0.731416345 0.715903759 0.716544509 3 0 0 2.86666536 0 68 1 1 1 0 0 0 -5.26689386 0 1 0 | 0.301937193 -0.0102131404 0.953273118 0.0325432681 0.999470234 0.000400416466 -0.9527722 0.0309017226 0.302109629 126.273041 7.25449467 39.7955589 -4.06477833 1.46480823 -27.2319756 -0.00451106951 1.90101194 -0.0083970502 0.726174474 0.731416345 0.715903759 0.721311748 0 0 0 2.89999866 0 68 1 1 1 0 0 0 -4.30896902 0 1 0
turn_hold_medium 1 96 0.03333333333333333 1 1 0 0 0:0 | 0.361694127 -0.0101642385 0.93224144 0.0327781141 0.999460995 -0.0018202276 -0.931720436 0.0312154815 0.361832321 126.13755 7.26998806 38.887825 -4.06477833 0.464808226 -27.2319756 -0.00451106951 1.90101194 -0.0083970502 0.726174474 0.731416345 0.715903759 0.721311748 0 0 0 2.89999866 0 68 1 1 1 0 0 0 -4.30896902 0 1 0 | 0.361694127 -0.0101642385 0.93224144 0.0327781141 0.999460995 -0.0018202276 -0.931720436 0.0312154815 0.361832321 126.13755 7.26998806 38.887825 -6.11870861 1.42902231 -24.8278618 0.00178632326 1.90101087 -0.00833193958 0.73120904 0.731416345 0.715903759 0.721311748 1 0 0 2.93333197 0 68 1 1 1 0 0 0 -3.23798943 0 1 0
turn_hold_medium 1 97 0.03333333333333333 1 1 0 0 0:0 | 0.419999152 -0.0103276148 0.907465696 0.0328763425 0.999452055 -0.00384155638 -0.906928778 0.0314476043 0.420108557 125.933594 7.28428888 38.0602303 -6.11870861 0.429022312 -24.8278618 0.00178632326 1.90101087 -0.00833193958 0.73120904 0.731416345 0.715903759 0.721311748 1 0 0 2.93333197 0 68 1 1 1 0 0 0 -3.23798943 0 1 0 | 0.419999152 -0.0103276148 0.907465696 0.0328763425 0.999452055 -0.00384155638 -0.906928778 0.0314476043 0.420108557 125.933594 7.28428888 38.0602303 -8.01417351 1.35372794 -22.2992859 0.000976547599 1.90101552 0.00510792434 0.73120904 0.736783922 0.715903759 0.721311748 2 0 0 2.96666527 0 68 1 1 1 0 0 0 -2.0572648 0 1 0
turn_hold_medium 1 98 0.03333333333333333 1 1 0 0 0:0 | 0.476623029 -0.0102803446 0.879047692 0.0323980674 0.999457777 -0.00587783195 -0.878510594 0.0312809534 0.476697654 125.666458 7.29607964 37.3169212 -8.01417351 0.353727937 -22.2992859 0.000976547599 1.90101552 0.00510792434 0.73120904 0.736783922 0.715903759 0.721311748 2 0 0 2.96666527 0 68 1 1 1 0 0 0 -2.0572648 0 1 0 | 0.476623029 -0.0102803446 0.879047692 0.0323980674 0.999457777 -0.00587783195 -0.878510594 0.0312809534 0.476697654 125.666458 7.29607964 37.3169212 -9.74597454 1.47046947 -19.6553345 0.00537125021 1.90101898 -0.000709332526 0.73120904 0.736783922 0.721295714 0.721311748 3 0 0 2.99999857 0 68 1 1 1 0 0 0 -0.761712253 0 1 0
turn_hold_medium 1 99 0.03333333333333333 -1 0.5 0 0 0:0 | 0.531331718 -0.0104468428 0.847099423 0.0319901109 0.999458194 -0.00773956161 -0.846559644 0.03121108 0.53137809 125.341591 7.31176186 36.6617432 -9.74597454 0.470469475 -19.6553345 0.00537125021 1.90101898 -0.000709332526 0.73120904 0.736783922 0.721295714 0.721311748 3 0 0 2.99999857 0 68 1 1 1 0 0 0 -0.761712253 0 1 0 | 0.531331718 -0.0104468428 0.847099423 0.0319901109 0.999458194 -0.00773956161 -0.846559644 0.03121108 0.53137809 125.341591 7.31176186 36.6617432 -10.7191372 1.50543976 -17.2759132 -0.0176206082 1.03348768 0.0266334359 0.73120904 0.736783922 0.721295714 0.727023304 0 0 0 0 1 68 1 1 1 0 0 0 -0.058666423 0 1 0
turn_hold_medium 1 100 0.03333333333333333 -1 0.5 0 0 0:0 | 0.560201883 -0.00947019923 0.828301966 0.0308073126 0.999481082 -0.00940844137 -0.827783048 0.0307883844 0.560202956 124.984283 7.32860994 36.0858803 -10.7191372 0.505439758 -17.2759132 -0.0176206082 1.03348768 0.0266334359 0.73120904 0.736783922 0.721295714 0.727023304 0 0 0 0 1 68 1 1 1 0 0 0 -0.058666423 0 1 0 | 0.560201883 -0.00947019923 0.828301966 0.0308073126 0.999481082 -0.00940844137 -0.827783048 0.0307883844 0.560202956 124.984283 7.32860994 36.0858803 -11.6112318 1.44088256 -14.8631287 -0.0159671195 0.455095649 0.0484617911 0.737124622 0.736783922 0.721295714 0.727023304 1 0 0 0.0333333351 1 68 1 1 1 0 0 0 1.3295747 0 1 0
turn_hold_medium 1 101 0.03333333333333333 -1 0.5 0 0 0:0 | 0.572716415 -0.00811655074 0.819713354 0.0290424842 0.999524117 -0.0103943888 -0.819238961 0.0297595505 0.572679639 124.597244 7.34330606 35.5904427 -11.6112318 0.440882564 -14.8631287 -0.0159671195 0.455095649 0.0484617911 0.737124622 0.736783922 0.721295714 0.727023304 1 0 0 0.0333333351 1 68 1 1 1 0 0 0 1.3295747 0 1 0 | 0.572716415 -0.00811655074 0.819713354 0.0290424842 0.999524117 -0.0103943888 -0.819238961 0.0297595505 0.572679639 124.597244 7.34330606 35.5904427 -12.4703598 1.34478223 -12.4340763 -0.0162316207 0.0694458112 0.0760408938 0.737124622 0.741905808 0.721295714 0.727023304 2 0 0 0.0666666701 1 68 1 1 1 0 0 0 3.13548231 0 1 0
turn_hold_medium 1 102 0.03333333333333333 -1 0.5 0 0 0:0 | 0.574630618 -0.00621930975 0.818389297 0.0264841467 0.999588728 -0.0109994709 -0.817984283 0.0279949754 0.574558973 124.181564 7.35479879 35.175972 -12.4703598 0.344782233 -12.4340763 -0.0162316207 0.0694458112 0.0760408938 0.737124622 0.741905808 0.721295714 0.727023304 2 0 0 0.0666666701 1 68 1 1 1 0 0 0 3.13548231 0 1 0 | 0.574630618 -0.00621930975 0.818389297 0.0264841467 0.999588728 -0.0109994709 -0.817984283 0.0279949754 0.574558973 124.181564 7.35479879 35.175972 -13.3307419 1.40939736 -9.99780083 -0.0120255556 -0.187732458 0.0736532062 0.737124622 0.741905808 0.72863704 0.727023304 3 0 0 0.100000009 1 68 1 1 1 0 0 0 5.19946718 0 1 0
turn_hold_medium 1 103 0.03333333333333333 -1 0.5 0 0 0:0 | 0.569511235 -0.00448603695 0.821971297 0.0240995605 0.999646366 -0.0112419007 -0.82163018 0.0262115374 0.569417953 123.737206 7.3684454 34.8427124 -13.3307419 0.409397364 -9.99780083 -0.0120255556 -0.187732458 0.0736532062 0.737124622 0.741905808 0.72863704 0.727023304 3 0 0 0.100000009 1 68 1 1 1 0 0 0 5.19946718 0 1 0 | 0.569511235 -0.00448603695 0.821971297 0.0240995605 0.999646366 -0.0112419007 -0.82163018 0.0262115374 0.569417953 123.737206 7.3684454 34.8427124 -14.2138796 1.43307912 -7.56153202 -0.0234354101 -0.35925591 0.0687463433 0.737124622 0.741905808 0.72863704 0.73249948 0 0 0 0.13333334 1 68 1 1 1 0 0 0 7.41044378 0 1 0
turn_hold_medium 1 104 0.03333333333333333 -1 0.5 0 0 0:0 | 0.559635401 -0.00254751858 0.828734994 0.0219463985 0.999690115 -0.0117471246 -0.828448296 0.0247618556 0.55951792 123.263412 7.38288116 34.5906601 -14.2138796 0.433079123 -7.56153202 -0.0234354101 -0.35925591 0.0687463433 0.737124622 0.741905808 0.72863704 0.73249948 0 0 0 0.13333334 1 68 1 1 1 0 0 0 7.41044378 0 1 0 | 0.559635401 -0.00254751858 0.828734994 0.0219463985 0.999690115 -0.0117471246 -0.828448296 0.0247618556 0.55951792 123.263412 7.38288116 34.5906601 -15.1322422 1.35176802 -5.13165855 -0.016100239 -0.478604138 0.0676656812 0.742730975 0.741905808 0.72863704 0.73249948 1 0 0 0.166666672 1 68 1 1 1 0 0 0 9.69849777 0 1 0
turn_hold_medium 1 105 0.03333333333333333 -1 0.5 0 0 0:0 | 0.54634738 -0.000853067904 0.83755827 0.019880509 0.999730945 -0.0119500058 -0.837322712 0.023179939 0.546217322 122.759003 7.39460659 34.4196053 -15.1322422 0.351768017 -5.13165855 -0.016100239 -0.478604138 0.0676656812 0.742730975 0.741905808 0.72863704 0.73249948 1 0 0 0.166666672 1 68 1 1 1 0 0 0 9.69849777 0 1 0 | 0.54634738 -0.000853067904 0.83755827 0.019880509 0.999730945 -0.0119500058 -0.837322712 0.023179939 0.546217322 122.759003 7.39460659 34.4196053 -16.0958881 1.26470268 -2.71222281 -0.0125553962 -0.579904139 0.0726790875 0.742730975 0.744267285 0.72863704 0.73249948 2 0 0 0.200000003 1 68 1 1 1 0 0 0 12.0253057 0 1 0
turn_hold_medium 1 106 0.03333333333333333 -1 0.5 0 0 0:0 | 0.530056238 0.000803558738 0.847962081 0.0176899359 0.999771416 -0.0120052956 -0.847777963 0.0213638768 0.529920876 122.222473 7.40342999 34.3291969 -16.0958881 0.264702678 -2.71222281 -0.0125553962 -0.579904139 0.0726790875 0.742730975 0.744267285 0.72863704 0.73249948 2 0 0 0.200000003 1 68 1 1 1 0 0 0 12.0253057 0 1 0 | 0.530056238 0.000803558738 0.847962081 0.0176899359 0.999771416 -0.0120052956 -0.847777963 0.0213638768 0.529920876 122.222473 7.40342999 34.3291969 -17.1262627 1.2681675 -0.326425076 -0.00578317791 -0.673112154 0.0556139275 0.742730975 0.744267285 0.736230969 0.73249948 3 0 0 0.233333334 1 68 1 1 1 0 0 0 14.3733816 0 1 0
turn_hold_medium 1 107 0.03333333333333333 -1 0.5 0 0 0:0 | 0.510896087 0.00193305337 0.8596403 0.0161037408 0.999800444 -0.0118189035 -0.859491646 0.0198816545 0.510763049 121.651596 7.41236877 34.3183174 -17.1262627 0.268167496 -0.326425076 -0.00578317791 -0.673112154 0.0556139275 0.742730975 0.744267285 0.736230969 0.73249948 3 0 0 0.233333334 1 68 1 1 1 0 0 0 14.3733816 0 1 0 | 0.510896087 0.00193305337 0.8596403 0.0161037408 0.999800444 -0.0118189035 -0.859491646 0.0198816545 0.510763049 121.651596 7.41236877 34.3183174 -18.3422356 1.25887024 1.82838285 -0.0127171259 -0.764846504 0.0412543714 0.742730975 0.744267285 0.736230969 0.736873925 0 0 0 0.266666681 1 68 1 1 1 0 0 0 16.7238979 0 1 0
turn_hold_medium 1 108 0.03333333333333333 -1 0.5 0 0 0:0 | 0.488812655 0.00298758899 0.872383654 0.0150304632 0.999816835 -0.0118458457 -0.872259319 0.0189027302 0.488678217 121.040192 7.42099762 34.3792648 -18.3422356 0.258870244 1.82838285 -0.0127171259 -0.764846504 0.0412543714 0.742730975 0.744267285 0.736230969 0.736873925 0 0 0 0.266666681 1 68 1 1 1 0 0 0 16.7238979 0 1 0 | 0.488812655 0.00298758899 0.872383654 0.0150304632 0.999816835 -0.0118458457 -0.872259319 0.0189027302 0.488678217 121.040192 7.42099762 34.3792648 -19.7279778 1.14235365 3.75655937 -0.00804423913 -0.85953325 0.0342156179 0.746477842 0.744267285 0.736230969 0.736873925 1 0 0 0.300000012 1 68 1 1 1 0 0 0 19.0652542 0 1 0
turn_hold_medium 1 109 0.03333333333333333 -1 0.5 0 0 0:0 | 0.463616848 0.00376652693 0.886027813 0.0142273214 0.999830365 -0.0116947955 -0.885921538 0.0180277061 0.463484615 120.382591 7.42574263 34.5044823 -19.7279778 0.142353654 3.75655937 -0.00804423913 -0.85953325 0.0342156179 0.746477842 0.744267285 0.736230969 0.736873925 1 0 0 0.300000012 1 68 1 1 1 0 0 0 19.0652542 0 1 0 | 0.463616848 0.00376652693 0.886027813 0.0142273214 0.999830365 -0.0116947955 -0.885921538 0.0180277061 0.463484615 120.382591 7.42574263 34.5044823 -21.2706165 1.03739095 5.45865822 -0.00606918707 -0.960119128 0.0325957127 0.746477842 0.745426536 0.736230969 0.736873925 2 0 0 0.333333343 1 68 1 1 1 0 0 0 21.3928032 0 1 0
turn_hold_medium 1 110 0.03333333333333333 -1 0.5 0 0 0:0 | 0.435023427 0.0044354843 0.900408208 0.0135113271 0.999843121 -0.011453175 -0.900317729 0.0171481092 0.434895247 119.673569 7.42698908 34.6864357 -21.2706165 0.0373909473 5.45865822 -0.00606918707 -0.960119128 0.0325957127 0.746477842 0.745426536 0.736230969 0.736873925 2 0 0 0.333333343 1 68 1 1 1 0 0 0 21.3928032 0 1 0 | 0.435023427 0.0044354843 0.900408208 0.0135113271 0.999843121 -0.011453175 -0.900317729 0.0171481092 0.434895247 119.673569 7.42698908 34.6864357 -22.7947865 0.981351495 6.85155773 -0.00170988776 -1.06857491 0.0218863804 0.746477842 0.745426536 0.740156353 0.736873925 3 0 0 0.366666675 1 68 1 1 1 0 0 0 23.5190887 0 1 0
turn_hold_medium 1 111 0.03333333333333333 -1 0.5 0 0 0:0 | 0.402679145 0.00479283882 0.915328681 0.0131823579 0.99985224 -0.011034715 -0.915246248 0.0165096391 0.402556449 118.913742 7.42636728 34.9148216 -22.7947865 -0.0186485052 6.85155773 -0.00170988776 -1.06857491 0.0218863804 0.746477842 0.745426536 0.740156353 0.736873925 3 0 0 0.366666675 1 68 1 1 1 0 0 0 23.5190887 0 1 0 | 0.402679145 0.00479283882 0.915328681 0.0131823579 0.99985224 -0.011034715 -0.915246248 0.0165096391 0.402556449 118.913742 7.42636728 34.9148216 -24.1441517 0.93159169 7.87791252 -0.00280033611 -1.18620634 0.013695471 0.746477842 0.745426536 0.740156353 0.73837626 0 0 0 0.400000006 1 68 1 1 1 0 0 0 25.2845287 0 1 0
turn_hold_medium 1 112 0.03333333333333333 -1 0.5 0 0 0:0 | 0.366179317 0.00505452091 0.930530608 0.01315377 0.999857247 -0.0106073217 -0.930451334 0.0161241665 0.366060555 118.10894 7.42408705 35.1774178 -24.1441517 -0.0684083104 7.87791252 -0.00280033611 -1.18620634 0.013695471 0.746477842 0.745426536 0.740156353 0.73837626 0 0 0 0.400000006 1 68 1 1 1 0 0 0 25.2845287 0 1 0 | 0.366179317 0.00505452091 0.930530608 0.01315377 0.999857247 -0.0106073217 -0.930451334 0.0161241665 0.366060555 118.10894 7.42408705 35.1774178 -25.3488255 0.786146164 8.57302475 -0.0035004532 -1.31389058 0.00877712853 0.746644437 0.745426536 0.740156353 0.73837626 1 0 0 0.433333337 1 68 1 1 1 0 0 0 26.7367706 0 1 0
turn_hold_medium 1 113 0.03333333333333333 -1 0.5 0 0 0:0 | 0.325085878 0.00526513532 0.94566983 0.0133156879 0.999859869 -0.0101442803 -0.945590734 0.015890006 0.324970216 117.263977 7.41695881 35.4631844 -25.3488255 -0.213853836 8.57302475 -0.0035004532 -1.31389058 0.00877712853 0.746644437 0.745426536 0.740156353 0.73837626 1 0 0 0.433333337 1 68 1 1 1 0 0 0 26.7367706 0 1 0 | 0.325085878 0.00526513532 0.94566983 0.0133156879 0.999859869 -0.0101442803 -0.945590734 0.015890006 0.324970216 117.263977 7.41695881 35.4631844 -26.4329414 0.672011256 8.96469879 -0.00264553074 -1.45221424 0.00220910832 0.746644437 0.743820846 0.740156353 0.73837626 2 0 0 0.466666669 1 68 1 1 1 0 0 0 27.9186821 0 1 0
turn_hold_medium 1 114 0.03333333333333333 -1 0.5 0 0 0:0 | 0.278945386 0.00537143368 0.960291922 0.0137194889 0.999859989 -0.00957799423 -0.960208952 0.0158464517 0.278832644 116.382881 7.40602589 35.7620087 -26.4329414 -0.327988744 8.96469879 -0.00264553074 -1.45221424 0.00220910832 0.746644437 0.743820846 0.740156353 0.73837626 2 0 0 0.466666669 1 68 1 1 1 0 0 0 27.9186821 0 1 0 | 0.278945386 0.00537143368 0.960291922 0.0137194889 0.999859989 -0.00957799423 -0.960208952 0.0158464517 0.278832644 116.382881 7.40602589 35.7620087 -27.4149342 0.614981651 9.07433033 -0.00471511111 -1.60156655 0.00221615657 0.746644437 0.743820846 0.738507628 0.73837626 3 0 0 0.5 1 68 1 1 1 0 0 0 28.8640308 0 1 0
